GENE	ENSG	STRAND	CHROM	START	STOP
AP000474.1	ENSG00000231986	-1	21	25261114	25262857
snoU13	ENSG00000238651	-1	13	41754117	41754223
MORF4L1P4	ENSG00000225133	-1	13	41773968	41774943
AP000477.2	ENSG00000235564	-1	21	25333220	25339588
RAC1P3	ENSG00000231404	-1	13	41861877	41862456
AP000477.3	ENSG00000226996	1	21	25415572	25422601
RP11-178F10.2	ENSG00000264695	1	18	22069339	22071044
RNU6-57P	ENSG00000223280	-1	13	41928693	41928795
AP000470.2	ENSG00000224018	-1	21	25527484	25560655
RP11-178F10.3	ENSG00000266489	-1	18	22096847	22097970
TUBBP2	ENSG00000214222	-1	13	41958909	41959319
AP000469.2	ENSG00000224832	-1	21	25676863	25693690
RP11-178F10.4	ENSG00000266181	-1	18	22102237	22102883
OR7E36P	ENSG00000205240	-1	13	42005425	42006446
AP000476.1	ENSG00000237484	1	21	25801054	25920256
RP11-449D8.1	ENSG00000265485	1	18	22208146	22242162
OR7E155P	ENSG00000234655	-1	13	42013952	42015035
RP11-449D8.2	ENSG00000263553	1	18	22253127	22254312
RAC1P1	ENSG00000266520	-1	18	22265736	22266315
OR7E37P	ENSG00000215480	1	13	42016906	42017786
RP11-449D8.3	ENSG00000266809	-1	18	22269878	22270125
AL354833.1	ENSG00000263907	1	13	42019427	42019503
RP11-449D8.5	ENSG00000266573	1	18	22305745	22509040
AL354833.2	ENSG00000263928	-1	13	42020193	42020261
AL354833.3	ENSG00000264042	1	13	42024148	42024235
MIR5006	ENSG00000264190	-1	13	42142422	42142531
RN7SL515P	ENSG00000241406	1	13	42381813	42382108
RNU6-74P	ENSG00000206962	1	13	42479254	42479360
RP11-958F21.1	ENSG00000264345	-1	18	22513451	22567646
KARSP1	ENSG00000229696	1	13	42499734	42501485
WBP2P1	ENSG00000229248	-1	18	22596398	22597168
RPS28P8	ENSG00000226093	1	13	42577566	42577773
RP11-187A9.3	ENSG00000231530	-1	13	42617863	42618383
RP11-958F21.3	ENSG00000265552	1	18	22635564	22636724
MAPK6PS3	ENSG00000237263	-1	13	42643068	42645229
CTD-2006O16.2	ENSG00000264434	1	18	22882090	22882920
AL139328.1	ENSG00000265679	-1	13	42747126	42747223
RN7SL97P	ENSG00000242216	-1	18	23398200	23398496
CHCHD2P11	ENSG00000270809	-1	13	42755601	42756057
RP11-737G21.1	ENSG00000264193	-1	18	23533180	23533432
FHP1	ENSG00000234213	1	13	42830009	42830711
RPS24P18	ENSG00000243925	1	18	23678803	23679190
TTC25	ENSG00000260703	1	HG185_PATCH	40086887	40121903
FABP3P2	ENSG00000233259	-1	13	42943374	42943793
DHFRP1	ENSG00000188985	-1	18	23749724	23751313
LINC01050	ENSG00000271216	-1	13	43384502	43386698
LINC00428	ENSG00000229546	-1	13	43416550	43417023
NPM1P2	ENSG00000266227	1	18	23784833	23785868
ZDHHC4P1	ENSG00000238025	1	13	43507994	43509028
AL050302.1	ENSG00000256715	-1	21	14741931	14745386
FAM60BP	ENSG00000263829	-1	18	23835662	23836319
LINC00400	ENSG00000229928	1	13	43732767	43733602
RPL36P19	ENSG00000232540	1	13	43968661	43968961
RP11-25D3.1	ENSG00000266237	1	18	23845973	23847373
ENOX1-AS2	ENSG00000238189	1	13	44032601	44033259
U3	ENSG00000252921	-1	18	23879079	23879219
ENOX1-AS1	ENSG00000233821	1	13	44118054	44122192
RP11-107K17.2	ENSG00000264911	1	18	23928311	23928968
RP11-168P13.1	ENSG00000270522	1	13	44361727	44361988
RNU6-1289P	ENSG00000207160	-1	18	23946265	23946370
RP11-107K17.1	ENSG00000263862	1	18	24002959	24006065
POTED	ENSG00000166351	1	21	14982498	15013906
AC090206.1	ENSG00000252846	-1	18	24166678	24166762
LINC00284	ENSG00000233725	1	13	44482850	44604597
CIAPIN1P	ENSG00000263846	1	18	24179372	24180302
CNP	ENSG00000260283	1	HG185_PATCH	40122993	40131428
AL050303.1	ENSG00000269011	-1	21	15051621	15053459
AQP4-AS1	ENSG00000260372	1	18	24235706	24770662
DGKZP1	ENSG00000179611	1	13	44542560	44545335
LDLRAD4	ENSG00000168675	1	18	13217497	13652754
LINC00390	ENSG00000226519	-1	13	44680514	44711372
SMIM2-AS1	ENSG00000227258	1	13	44716682	44813010
U3	ENSG00000265369	-1	18	24267585	24283602
SMIM2-IT1	ENSG00000235285	-1	13	44720606	44732358
RP11-17A19.2	ENSG00000263677	1	18	24268075	24269632
RP11-478K15.6	ENSG00000230731	-1	13	44808254	44817328
RP11-552O4.1	ENSG00000263382	-1	18	24402777	24403943
LINC01071	ENSG00000237361	-1	13	44974386	44980120
RP11-552O4.2	ENSG00000266184	-1	18	24411484	24412396
RP11-526I8.2	ENSG00000266549	-1	18	24532165	24532522
RP11-71C5.2	ENSG00000225727	1	13	45011343	45026963
RP11-57J16.1	ENSG00000265374	1	18	24805706	24827152
DNAJC7	ENSG00000262684	-1	HG185_PATCH	40132691	40173905
SMARCE1P5	ENSG00000230793	1	13	45168994	45170218
LIPI	ENSG00000188992	-1	21	15481134	15583166
snoU13	ENSG00000238932	-1	13	45202705	45202809
LINC00407	ENSG00000237585	1	13	45225948	45275152
LINC00330	ENSG00000235097	-1	13	45373639	45383766
RP11-321C24.1	ENSG00000223732	-1	13	45556212	45657260
RN7SL49P	ENSG00000265802	1	13	45576285	45576580
RN7SKP3	ENSG00000223341	1	13	45634864	45635221
7SK	ENSG00000271818	1	13	45697228	45697549
RNU6-69P	ENSG00000252055	-1	13	45711997	45712100
RP11-290D2.5	ENSG00000270381	1	13	45837825	45838050
AL138963.1	ENSG00000221163	-1	13	45874149	45874235
SNORA31	ENSG00000253051	-1	13	45910449	45910582
SNORA31	ENSG00000199477	-1	13	45911615	45911744
RP11-290D2.6	ENSG00000273149	1	13	45914174	45915318
RBM11	ENSG00000185272	1	21	15588451	15600693
OR4M2	ENSG00000182974	1	15	22368478	22369561
AP000235.2	ENSG00000226983	1	21	26212864	26430059
NKIRAS2	ENSG00000260770	1	HG185_PATCH	40173272	40181893
OR4N4	ENSG00000183706	1	15	22382382	22383507
TPT1-AS1	ENSG00000170919	1	13	45915480	45965872
AP000402.3	ENSG00000227090	-1	21	26258990	26275070
AP000146.2	ENSG00000230379	-1	21	26310745	26365129
IGHV1OR15-1	ENSG00000270505	-1	15	22448382	22448819
AC010760.1	ENSG00000269182	1	15	22456895	22460351
IGHV4OR15-8	ENSG00000259261	-1	15	22472918	22473353
AP001342.1	ENSG00000237444	-1	21	26403318	26403842
AP000235.3	ENSG00000244278	1	21	26427848	26442219
HSPA13	ENSG00000155304	-1	21	15743436	15755805
ZNF385C	ENSG00000260320	-1	HG185_PATCH	40181828	40219330
RP11-290D2.3	ENSG00000228886	1	13	45924458	45925485
RCN1P2	ENSG00000214455	-1	13	45964486	45965402
SLC25A30-AS1	ENSG00000251015	1	13	45992297	45994506
PPIAP25	ENSG00000229303	1	13	46010256	46010795
RNA5SP27	ENSG00000200709	-1	13	46125620	46125738
GOLGA6L1	ENSG00000197414	1	15	22736246	22746002
TIMM9P3	ENSG00000232786	-1	13	46126998	46127271
COX4I1P2	ENSG00000228869	1	13	46245980	46246526
LINC01055	ENSG00000235366	-1	13	46255225	46256554
7SK	ENSG00000232512	1	21	26467335	26475983
AKR1B1P4	ENSG00000237876	-1	13	46261683	46262604
DHX58	ENSG00000260178	-1	HG185_PATCH	40257656	40268985
AP000233.3	ENSG00000223870	1	21	26499782	26507561
CPB2-AS1	ENSG00000235903	1	13	46626941	46687467
AP000233.4	ENSG00000222042	-1	21	26541745	26706139
RNA5SP489	ENSG00000238627	1	21	26574521	26574629
RN7SL288P	ENSG00000240767	-1	13	46743594	46743883
snoU13	ENSG00000238483	-1	13	46809805	46809908
RN7SKP5	ENSG00000252854	1	13	46824077	46824348
FAM206BP	ENSG00000251106	1	13	46844212	46844752
LINC00563	ENSG00000261097	-1	13	46870580	46871979
RNU2-6P	ENSG00000223336	-1	13	46948536	46948725
RNU6-68P	ENSG00000252385	1	13	46984589	46984692
COPS2	ENSG00000166200	-1	15	49398268	49447858
SAMSN1	ENSG00000155307	-1	21	15857549	15955723
PPP1R2P4	ENSG00000241353	-1	13	46917102	47012325
KAT2A	ENSG00000259958	-1	HG185_PATCH	40269360	40277610
AF165138.7	ENSG00000243440	-1	21	15964251	16031142
RP11-189B4.6	ENSG00000231817	-1	13	47029270	47060641
OR7E101P	ENSG00000227019	1	13	47034744	47035256
COX17P1	ENSG00000205105	1	13	47064997	47065397
HSPB9	ENSG00000260325	1	HG185_PATCH	40277683	40279604
FKBP1AP3	ENSG00000230243	1	13	47079253	47079571
HTR2A-AS1	ENSG00000224517	1	13	47426278	47430434
GNG5P5	ENSG00000234590	1	13	47881217	47881436
RN7SL700P	ENSG00000244521	-1	13	48033078	48033369
NAP1L4P3	ENSG00000234145	1	13	48337595	48338741
RPL27AP8	ENSG00000229423	-1	13	48340775	48341220
RAB5C	ENSG00000261378	-1	HG185_PATCH	40281228	40311269
RP11-279N8.1	ENSG00000228573	-1	13	48399465	48410091
TUBGCP5	ENSG00000153575	1	15	22833395	22873892
LINC00444	ENSG00000234689	-1	13	48479464	48481492
LINC00562	ENSG00000260388	-1	13	48504290	48506757
SUCLA2-AS1	ENSG00000227848	1	13	48575525	48576688
5S_rRNA	ENSG00000263172	1	HG185_PATCH	39874406	39874512
MED4-AS1	ENSG00000229111	1	13	48651273	48654127
Metazoa_SRP	ENSG00000262688	-1	HG185_PATCH	39886381	39886657
Metazoa_SRP	ENSG00000266571	-1	HG185_PATCH	39993316	39993580
POLR2KP2	ENSG00000224510	-1	13	48708494	48708670
RP11-156E6.1	ENSG00000260752	-1	HG185_PATCH	40004770	40007699
LINC00441	ENSG00000231473	-1	13	48870649	48877797
RP11-739N10.1	ENSG00000264151	-1	18	24916343	25175128
PPP1R26P1	ENSG00000238086	-1	13	48890999	48894611
PCNPP5	ENSG00000177197	-1	13	48902220	48902700
LINC01077	ENSG00000233456	-1	13	49144775	49147453
NRIP1	ENSG00000180530	-1	21	16333556	16437321
LINC00462	ENSG00000233610	-1	13	49151110	49152224
RP11-26N15.2	ENSG00000264790	1	18	24923216	24926074
AL137118.1	ENSG00000222391	-1	13	49326225	49326292
PSME2P2	ENSG00000225131	1	13	49345264	49345965
UBA52P9	ENSG00000244329	-1	18	24935370	24935728
AL161421.1	ENSG00000265585	-1	13	49504256	49504348
RNU6-60P	ENSG00000201662	1	13	49562051	49562153
RP11-612A1.1	ENSG00000263611	1	18	24977916	24981868
RAD17P2	ENSG00000223724	-1	13	49618215	49620930
RBM22P1	ENSG00000265097	-1	18	24998848	25000399
RNY3P2	ENSG00000199788	1	13	49669527	49669628
COX7CP1	ENSG00000235957	-1	13	49761615	49761806
PA2G4P3	ENSG00000263405	-1	18	25032478	25033621
OGFOD1P1	ENSG00000231665	-1	13	49784558	49786430
AC015933.2	ENSG00000227279	1	18	25534483	25543651
SNRPGP14	ENSG00000236577	1	13	50063106	50063500
RMDN3	ENSG00000137824	-1	15	41028082	41048049
ARIH2P1	ENSG00000266296	1	18	26231696	26233172
RP11-432M24.4	ENSG00000176882	1	13	50194450	50194784
PECAM1	ENSG00000261371	-1	HG183_PATCH	62399863	62491136
RP11-510D21.1	ENSG00000265994	1	18	26365032	26369224
AL135901.1	ENSG00000203547	1	13	50243040	50243254
RP11-510D21.2	ENSG00000271238	-1	18	26404616	26404790
RNY4P30	ENSG00000222148	-1	13	50463770	50463864
CTAGE10P	ENSG00000181358	1	13	50464727	50467134
RNU6-408P	ENSG00000251719	1	18	26628584	26628683
AC090349.1	ENSG00000265730	-1	18	26675539	26675643
RNY4P9	ENSG00000200064	-1	13	50482770	50482866
AC105245.1	ENSG00000212085	-1	18	26776406	26776492
AL136123.1	ENSG00000264526	-1	13	50526670	50526750
MIR3613	ENSG00000264864	-1	13	50570551	50570637
CTD-2515C13.1	ENSG00000266479	-1	18	26836782	26837025
RP11-625H11.1	ENSG00000259458	-1	15	62929371	62937490
CTD-2515C13.2	ENSG00000265980	-1	18	26858474	26941928
AC091321.1	ENSG00000221731	1	18	27063293	27063388
RP11-784B15.1	ENSG00000264587	1	18	27098224	27128206
RP11-675P14.1	ENSG00000266196	1	18	28293241	28294252
RP11-25I11.1	ENSG00000265670	-1	18	28534786	28560883
RNU6-857P	ENSG00000251702	1	18	28564072	28564181
RP11-408H20.1	ENSG00000261521	-1	18	28638806	28639359
DLEU2	ENSG00000231607	-1	13	50601269	50699856
snoU13	ENSG00000238376	1	18	28652470	28652573
AP001340.1	ENSG00000238660	1	21	26711319	26711413
RP11-408H20.2	ENSG00000265888	1	18	28681551	28742752
RPL13AP7	ENSG00000213885	1	21	26734135	26734745
RP11-408H20.3	ENSG00000263698	1	18	28711419	28712457
LINC00158	ENSG00000185433	-1	21	26758133	26804013
RP11-534N16.1	ENSG00000266729	-1	18	28923331	29006951
snoU13	ENSG00000238314	-1	21	26842421	26842513
AP000221.1	ENSG00000229962	-1	21	26887785	26890650
MIR16-1	ENSG00000208006	-1	13	50623109	50623197
RNU6-167P	ENSG00000207019	-1	18	28925325	28925430
RPL18P10	ENSG00000214359	1	13	50673467	50674004
MIR155HG	ENSG00000234883	1	21	26934221	26947480
Y_RNA	ENSG00000207240	1	18	28962280	28962393
RP11-650P15.1	ENSG00000266521	-1	18	29076608	29077158
ST13P4	ENSG00000232150	1	13	50746225	50747317
LINC00515	ENSG00000260583	-1	21	26955082	26955638
RP11-75N4.2	ENSG00000264859	-1	18	29122109	29136874
RNGTTP1	ENSG00000237731	1	21	27015801	27016528
RPL34P26	ENSG00000223676	-1	13	50935546	50935899
FDX1P2	ENSG00000227054	1	21	27064492	27064866
MILR1	ENSG00000263304	1	HG183_PATCH	62526397	62546003
RNU6-1002P	ENSG00000252379	-1	18	29249252	29249341
AL138696.1	ENSG00000221198	-1	13	50937284	50937373
AP000226.9	ENSG00000235514	-1	21	27135249	27135644
RP11-175B12.2	ENSG00000229323	-1	13	51095069	51101585
RP11-549B18.1	ENSG00000259985	1	18	29265618	29266786
RN7SKP44	ENSG00000200472	1	18	29298856	29299171
GCHFR	ENSG00000137880	1	15	41056218	41059906
LRRC37A7P	ENSG00000265158	1	18	29304161	29306919
AP001442.2	ENSG00000233783	1	21	27306373	27315001
RP11-549B18.3	ENSG00000263772	-1	18	29306006	29306360
DLEU7-AS1	ENSG00000237152	1	13	51381992	51423190
RNU6-123P	ENSG00000251972	-1	21	27315359	27315460
RP11-210K20.2	ENSG00000263924	1	18	29424351	29425141
RNA5SP28	ENSG00000200711	-1	13	51387124	51387242
AP001439.2	ENSG00000224541	1	21	27530409	27548142
RP11-210K20.3	ENSG00000270518	1	18	29462583	29462865
RP11-210K20.4	ENSG00000270879	1	18	29464821	29465106
AP000230.1	ENSG00000273492	1	21	27543189	27589700
RNU6-1050P	ENSG00000222320	1	18	29517496	29517602
RNASEH2B-AS1	ENSG00000233672	-1	13	51450822	51484848
RP11-326K13.4	ENSG00000263823	1	18	29522538	29524119
RNU6-926P	ENSG00000206802	1	21	27563026	27563132
PGDP1	ENSG00000265273	1	18	29542141	29543581
AP001595.1	ENSG00000229025	-1	21	27722099	27722953
RP11-326K13.2	ENSG00000266105	1	18	29546923	29547508
AP001596.6	ENSG00000232692	1	21	27750871	27844017
RP11-53I6.2	ENSG00000263917	1	18	29598792	29691742
AC009831.1	ENSG00000265063	-1	18	29640868	29640952
RP11-53I6.1	ENSG00000214917	-1	18	29655848	29656235
RP11-53I6.3	ENSG00000265008	-1	18	29671258	29672082
snoU13	ENSG00000238982	1	18	29674467	29674569
POLG2	ENSG00000262917	-1	HG183_PATCH	62555145	62574426
RP11-53I6.4	ENSG00000263393	-1	18	29702363	29704441
RNA5SP453	ENSG00000199373	-1	18	29756013	29756131
RP11-53I6.5	ENSG00000265279	-1	18	29775989	29776929
RP11-344B2.3	ENSG00000263904	-1	18	29825909	29828995
Y_RNA	ENSG00000222395	-1	18	29843098	29843201
RP11-344B2.2	ENSG00000264982	1	18	29867400	29870303
HNRNPA1P7	ENSG00000215492	-1	18	29991471	29993167
WBP11P1	ENSG00000260389	1	18	30091626	30094597
DNAJC17	ENSG00000104129	-1	15	41060067	41099675
AC009835.1	ENSG00000221621	1	18	30106105	30106185
FAM210A	ENSG00000177150	-1	18	13663346	13726662
RP11-386P4.1	ENSG00000263688	1	18	30161491	30162791
GUCY1B2	ENSG00000123201	-1	13	51568647	51654998
USP25	ENSG00000155313	1	21	17102344	17252377
AP001597.1	ENSG00000197934	1	21	27765954	27941571
KB-1466C5.1	ENSG00000273115	-1	21	27832222	27832533
AP001601.2	ENSG00000223563	1	21	28261695	28312061
MIR4759	ENSG00000266133	1	21	28326280	28326362
GPX1P2	ENSG00000215326	-1	21	28515663	28516268
AP001604.3	ENSG00000231236	-1	21	28731204	28820898
AP001605.4	ENSG00000236332	1	21	28733483	28768106
RNA5SP29	ENSG00000222920	-1	13	51601883	51601988
LINC00371	ENSG00000226792	-1	13	51656984	51746524
RPL5P31	ENSG00000214878	-1	13	51735859	51736493
SLMO2P2	ENSG00000271242	1	13	51770017	51770217
DDX5	ENSG00000263077	-1	HG183_PATCH	62576980	62585072
MIR5693	ENSG00000266072	-1	13	51922703	51922775
RP11-24B19.4	ENSG00000269965	-1	13	51935701	51936371
RP11-24B19.3	ENSG00000270101	-1	13	51936795	51937579
ST8SIA5	ENSG00000101638	-1	18	44259081	44339220
INTS6-AS1	ENSG00000236778	1	13	52026503	52126500
C21orf37	ENSG00000232560	1	21	18811208	18821503
MIR4752	ENSG00000265146	1	HSCHR19LRC_COX2_CTG1	54785613	54785684
U6	ENSG00000262931	-1	HSCHR19LRC_COX2_CTG1	55043099	55043205
RPS4XP16	ENSG00000224892	1	13	52028300	52035451
RN7SL320P	ENSG00000243900	1	13	52043886	52044181
SNRPGP11	ENSG00000229906	-1	13	52070156	52070387
MIR4703	ENSG00000266611	1	13	52126725	52126803
CEP95	ENSG00000263046	1	HG183_PATCH	62584096	62615309
RNU6-65P	ENSG00000252141	1	13	52139548	52139645
RNY1P6	ENSG00000206920	-1	13	52160560	52160668
RN7SL413P	ENSG00000242893	-1	13	52168057	52168351
ATP5F1P1	ENSG00000224451	1	13	52172552	52173596
RP11-327P2.5	ENSG00000231856	1	13	52378433	52387356
CTAGE3P	ENSG00000232872	-1	13	52482354	52484757
FABP5P2	ENSG00000236044	1	13	52540878	52541285
AC016489.1	ENSG00000261138	-1	HG183_PATCH	62385676	62386050
RP11-248G5.8	ENSG00000217576	-1	13	52741844	52865692
Y_RNA	ENSG00000239823	-1	HG183_PATCH	62467518	62467623
hsa-mir-1273e	ENSG00000265031	-1	HG183_PATCH	62502429	62502530
AC234063.1	ENSG00000266804	-1	HG183_PATCH	62539910	62540007
AC138744.2	ENSG00000261387	1	HG183_PATCH	62568883	62569149
MIR3064	ENSG00000265387	-1	HG183_PATCH	62578133	62578199
CXADR	ENSG00000154639	1	21	18884700	18965897
MIR5047	ENSG00000265492	-1	HG183_PATCH	62578574	62578673
AC009994.1	ENSG00000263516	-1	HG183_PATCH	62608135	62608217
MRPS31P5	ENSG00000243406	-1	13	52741844	52768600
RNMT	ENSG00000101654	1	18	13726659	13764557
QSOX2	ENSG00000261074	-1	HG998_1_PATCH	139098179	139137687
PIAS2	ENSG00000078043	-1	18	44388353	44500123
TPTE2P2	ENSG00000272281	-1	13	52793479	52908412
GALK2	ENSG00000156958	1	15	49447853	49660066
WI2-2610K16.1	ENSG00000260220	-1	HG998_1_PATCH	139173226	139198747
WI2-1959D15.1	ENSG00000266342	-1	HG998_1_PATCH	139141817	139143051
BTG3	ENSG00000154640	-1	21	18965971	18985265
EIF4A1P1	ENSG00000233300	-1	21	28739333	28740266
SUMO2P15	ENSG00000271236	1	15	41052795	41053072
RPL10P1	ENSG00000217026	-1	21	28792699	28793342
NCSTNP1	ENSG00000219592	1	21	28864437	28864580
AP001607.1	ENSG00000234052	1	21	29011012	29025810
RP11-532F12.5	ENSG00000261183	-1	15	41128006	41136585
C15orf62	ENSG00000188277	1	15	41062159	41064643
EPPIN-WFDC6	ENSG00000249139	-1	20	44165625	44176065
LINC00113	ENSG00000225298	1	21	29094698	29123552
AC025166.1	ENSG00000264256	1	15	41167511	41167608
DOCK3	ENSG00000260587	1	HG186_PATCH	50712672	51421329
RP11-540O11.1	ENSG00000251161	1	15	41199009	41201540
AJ006995.3	ENSG00000234083	1	21	29327240	29357614
ISCA1P4	ENSG00000259405	-1	15	41240934	41241067
LINC00314	ENSG00000178457	1	21	29385682	29395552
RP11-540O11.6	ENSG00000259617	1	15	41291472	41297063
RP11-540O11.7	ENSG00000259463	1	15	41303795	41305498
AL035610.1	ENSG00000232079	1	21	29420733	29509930
RP11-540O11.4	ENSG00000259521	1	15	41309005	41320091
MANF	ENSG00000259880	1	HG186_PATCH	51422478	51426828
CYCSP2	ENSG00000259547	1	15	41401076	41401376
WFDC8	ENSG00000158901	-1	20	44179792	44207965
TPM1	ENSG00000140416	1	15	63334831	63364114
FAM92A1P1	ENSG00000157021	1	15	41455360	41456572
RN7SL497P	ENSG00000240847	-1	15	41484165	41484463
RBM15B	ENSG00000259956	1	HG186_PATCH	51428699	51435339
WFDC9	ENSG00000180205	-1	20	44236578	44259907
C21orf91	ENSG00000154642	-1	21	19161284	19191703
OIP5-AS1	ENSG00000247556	1	15	41576188	41601901
MROH1	ENSG00000260383	1	HG243_PATCH	145202919	145316830
RP11-57G22.1	ENSG00000243355	1	18	30359002	30359249
RP11-746B8.1	ENSG00000263765	1	18	30413417	30518280
RP11-680N20.1	ENSG00000263450	1	18	30534039	30537962
RP11-258B16.1	ENSG00000267642	-1	18	31132087	31158151
Y_RNA	ENSG00000199204	-1	18	31581662	31581763
RP11-379L18.1	ENSG00000267746	1	18	31802929	31804725
RP11-115P21.1	ENSG00000267585	-1	18	32153951	32154487
RP11-138H11.1	ENSG00000268873	-1	18	32317759	32347627
AC068506.1	ENSG00000221409	-1	18	32399910	32399995
RP11-158H5.7	ENSG00000268573	-1	18	32860831	32870165
ZNF271	ENSG00000257267	1	18	32870246	32890730
RP11-322E11.1	ENSG00000239683	-1	18	32963318	32963989
RP11-322E11.5	ENSG00000267583	-1	18	33023833	33047052
RP11-712P20.2	ENSG00000266965	1	18	33175865	33177563
RP11-873E20.1	ENSG00000267397	1	18	33296334	33297942
CRTC3	ENSG00000140577	1	15	91073157	91188577
NRBF2P1	ENSG00000267797	1	18	33421723	33422581
MIR187	ENSG00000207797	-1	18	33484781	33484889
BOP1	ENSG00000261236	-1	HG243_PATCH	145317005	145346273
MIR3929	ENSG00000265641	-1	18	33514051	33514105
ZFYVE19	ENSG00000166140	1	15	41099284	41106767
RP11-905K4.1	ENSG00000267627	-1	18	33531766	33546081
RP11-49I11.1	ENSG00000260552	-1	18	33759959	33767411
RP11-49I11.2	ENSG00000267404	1	18	33853537	33854562
RP11-49I11.3	ENSG00000267456	-1	18	33858698	33859082
CSTF1	ENSG00000101138	1	20	54967427	54979518
SNORD112	ENSG00000252078	-1	18	34222576	34222647
RP11-58G13.1	ENSG00000267039	-1	18	34481909	34503777
RP11-95O2.1	ENSG00000267651	-1	18	34814082	34816205
CHODL	ENSG00000154645	1	21	19273580	19639690
VPRBP	ENSG00000260623	-1	HG186_PATCH	51433298	51537425
RP11-95O2.5	ENSG00000267707	1	18	34823739	34827179
RP11-797E24.3	ENSG00000267202	1	18	34853669	34856535
MIR4318	ENSG00000266530	1	18	35237098	35237178
RP11-19F9.1	ENSG00000243516	1	18	35252652	35253139
RP11-687D19.1	ENSG00000268566	-1	18	36235173	36267962
RN7SKP182	ENSG00000222704	-1	18	36596011	36596308
RNU6-706P	ENSG00000253038	1	18	36613971	36614074
RP13-444H2.1	ENSG00000271564	1	13	52908430	52916031
SCXA	ENSG00000260428	1	HG243_PATCH	145321463	145323384
LINC00669	ENSG00000267374	-1	18	36786888	37380282
RNY4P24	ENSG00000199605	1	13	52974139	52974234
LINC00345	ENSG00000235660	-1	13	53058296	53058815
WFDC10A	ENSG00000180305	1	20	44258165	44259835
RPL7AP66	ENSG00000175886	-1	18	36914836	36915639
RP11-78J21.4	ENSG00000244471	1	13	53063128	53073440
RP11-16O9.2	ENSG00000259396	1	15	41635278	41636423
MIR5583-1	ENSG00000266148	1	18	37256685	37256743
RNU6-1169P	ENSG00000200407	-1	15	41740940	41741042
CYFIP1	ENSG00000068793	1	15	22892005	23006016
TCEB1P2	ENSG00000259838	1	15	41849225	41849633
RNU6-1242P	ENSG00000212354	-1	18	37258484	37258586
RP11-636O21.1	ENSG00000267413	-1	18	37421138	37504804
WFDC11	ENSG00000180083	-1	20	44277202	44298909
TPTE2P3	ENSG00000198384	1	13	53063128	53161222
RP11-380D11.2	ENSG00000260926	-1	15	41901664	41904925
RP11-653G8.2	ENSG00000261715	1	18	37646250	37679197
MIR626	ENSG00000207766	1	15	41983783	41983876
RPL17P45	ENSG00000267664	-1	18	37723890	37724468
RP11-107F6.4	ENSG00000270702	-1	15	42010568	42010870
RNU7-145P	ENSG00000238333	1	18	38052785	38052846
RP11-107F6.3	ENSG00000260814	-1	15	42062954	42064930
RP11-23P13.4	ENSG00000250379	-1	15	42117297	42120134
WFDC10B	ENSG00000182931	-1	20	44313292	44333658
CT867977.1	ENSG00000265557	-1	GL000231.1	21878	21950
